online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type)
No,No,3.700448817952718,0,Bannerghatta Road,Quick Bites,South Indian,200,Delivery
No,No,3.700448817952718,0,BTM,Quick Bites,others,350,Delivery
No,No,3.700448817952718,0,BTM,Delivery,Desserts,200,Delivery
No,No,3.700448817952718,0,Koramangala 1st Block,Delivery,others,300,Delivery
No,No,3.5,12,Koramangala 5th Block,Quick Bites,others,200,Delivery
No,No,3.700448817952718,0,Electronic City,Delivery,"North Indian, South Indian, Chinese",250,Delivery
No,No,3.700448817952718,0,Koramangala 4th Block,Delivery,North Indian,500,Delivery
No,No,3.700448817952718,0,Koramangala 4th Block,Delivery,North Indian,300,Delivery
No,No,3.2,4,BTM,Quick Bites,Fast Food,300,Delivery
No,No,3.700448817952718,0,Koramangala 4th Block,others,others,300,Delivery
No,No,3.700448817952718,0,BTM,"Takeaway, Delivery",Desserts,400,Delivery
No,No,3.700448817952718,0,BTM,"Takeaway, Delivery",Beverages,100,Delivery
No,No,3.700448817952718,0,BTM,Quick Bites,others,300,Delivery
No,No,3.700448817952718,0,Koramangala 1st Block,Quick Bites,North Indian,300,Delivery
No,No,3.700448817952718,0,BTM,Quick Bites,others,300,Delivery
No,No,3.700448817952718,0,Richmond Road,Quick Bites,Fast Food,100,Delivery
No,No,3.700448817952718,0,others,Delivery,others,300,Delivery
No,No,3.700448817952718,0,BTM,Quick Bites,Beverages,200,Delivery
No,No,3.700448817952718,0,BTM,Quick Bites,"South Indian, North Indian",300,Delivery
No,No,3.700448817952718,0,BTM,Quick Bites,North Indian,200,Delivery
No,No,3.700448817952718,0,BTM,others,others,300,Delivery
No,No,3.700448817952718,0,BTM,"Takeaway, Delivery",others,400,Delivery
No,No,3.0,54,BTM,"Takeaway, Delivery","Chinese, North Indian",300,Delivery
No,No,3.4,9,others,"Takeaway, Delivery",others,800,Delivery
No,No,3.700448817952718,0,HSR,"Takeaway, Delivery",others,500,Delivery
No,No,3.700448817952718,0,Koramangala 1st Block,Quick Bites,North Indian,600,Delivery
No,No,3.700448817952718,0,others,Delivery,others,500,Delivery
No,No,3.700448817952718,0,others,Delivery,others,600,Delivery
No,No,3.700448817952718,0,Koramangala 1st Block,"Takeaway, Delivery",others,450,Delivery
No,No,3.5,15,Koramangala 5th Block,others,others,400,Delivery
No,No,3.700448817952718,0,Koramangala 1st Block,Quick Bites,others,600,Delivery
No,No,3.3,4,others,Quick Bites,others,350,Delivery
No,No,3.2,5,Koramangala 6th Block,Delivery,others,400,Delivery
No,No,3.5,8,BTM,Casual Dining,others,700,Delivery
No,No,3.4,16,others,Casual Dining,"North Indian, Chinese, Biryani",600,Delivery
No,No,3.3,8,BTM,Quick Bites,others,300,Delivery
No,No,3.5,6,Koramangala 5th Block,Quick Bites,"Chinese, North Indian",250,Delivery
No,No,3.700448817952718,0,Koramangala 1st Block,Delivery,others,200,Delivery
No,No,3.700448817952718,0,BTM,Quick Bites,others,300,Delivery
No,No,3.700448817952718,0,BTM,Quick Bites,Biryani,300,Delivery
No,No,3.700448817952718,0,Koramangala 1st Block,Quick Bites,others,400,Delivery
No,No,3.700448817952718,0,BTM,Quick Bites,others,400,Delivery
No,No,3.700448817952718,0,BTM,Quick Bites,others,300,Delivery
No,No,3.700448817952718,0,BTM,"Takeaway, Delivery","Chinese, North Indian",250,Delivery
No,No,3.8,18,Koramangala 4th Block,"Takeaway, Delivery",Desserts,850,Delivery
No,No,3.700448817952718,0,BTM,Bakery,Bakery,300,Delivery
No,No,3.700448817952718,0,Koramangala 5th Block,Delivery,"Bakery, Desserts",300,Delivery
No,No,3.5,7,Koramangala 6th Block,others,Fast Food,300,Delivery
No,No,3.700448817952718,0,others,Quick Bites,others,400,Delivery
No,No,3.4,39,Koramangala 5th Block,Casual Dining,others,700,Delivery
No,No,3.700448817952718,0,BTM,Quick Bites,others,400,Delivery
No,No,3.700448817952718,0,others,Quick Bites,others,300,Delivery
No,No,3.3,7,others,Quick Bites,others,250,Delivery
No,No,3.700448817952718,0,others,Quick Bites,"North Indian, Chinese",300,Delivery
No,No,3.700448817952718,0,others,"Takeaway, Delivery",others,400,Delivery
No,No,3.700448817952718,0,BTM,Quick Bites,"North Indian, South Indian, Chinese",250,Delivery
Yes,No,3.700448817952718,0,BTM,Quick Bites,others,350,Delivery
No,No,2.7,61,Koramangala 6th Block,Quick Bites,others,500,Delivery
No,No,3.700448817952718,0,BTM,Quick Bites,others,150,Delivery
No,No,3.4,21,others,Quick Bites,others,350,Delivery
No,No,3.700448817952718,0,Koramangala 5th Block,Delivery,North Indian,500,Delivery
No,No,3.3,6,BTM,others,others,200,Delivery
No,No,3.700448817952718,0,others,Quick Bites,"North Indian, Chinese",200,Delivery
No,No,3.6,9,Koramangala 4th Block,Delivery,others,600,Delivery
No,No,3.2,4,Bannerghatta Road,others,others,200,Delivery
No,No,3.700448817952718,0,Koramangala 5th Block,Delivery,Chinese,300,Delivery
No,No,3.700448817952718,0,Koramangala 1st Block,"Takeaway, Delivery",North Indian,450,Delivery
No,No,3.700448817952718,0,others,others,others,150,Delivery
No,No,3.7,99,Koramangala 4th Block,Delivery,others,700,Delivery
No,No,3.700448817952718,0,Koramangala 1st Block,Dessert Parlor,"Desserts, Ice Cream",150,Delivery
No,No,3.8,30,BTM,Quick Bites,others,300,Delivery
No,No,3.1,17,BTM,Quick Bites,"North Indian, Chinese",400,Delivery
No,No,3.0,7,Jayanagar,Quick Bites,others,300,Delivery
No,No,2.8,26,Koramangala 6th Block,Quick Bites,others,400,Delivery
No,No,3.8,63,BTM,Cafe,Cafe,500,Delivery
No,No,3.700448817952718,0,Koramangala 6th Block,"Takeaway, Delivery",others,300,Delivery
No,No,2.9,23,BTM,"Takeaway, Delivery",others,300,Delivery
Yes,No,3.4,257,Koramangala 1st Block,Quick Bites,others,250,Delivery
No,No,3.3,6,BTM,Quick Bites,others,250,Delivery
No,No,3.5,21,BTM,Quick Bites,Biryani,200,Delivery
No,No,3.700448817952718,0,Bannerghatta Road,Quick Bites,others,,Delivery
Yes,No,3.700448817952718,0,others,Delivery,others,500,Delivery
Yes,No,3.700448817952718,0,BTM,Cafe,others,200,Delivery
No,No,3.700448817952718,0,Koramangala 1st Block,Quick Bites,Biryani,200,Delivery
Yes,No,3.700448817952718,0,Koramangala 7th Block,Cafe,others,300,Delivery
Yes,No,3.700448817952718,0,BTM,Delivery,others,300,Delivery
Yes,No,3.700448817952718,0,HSR,Quick Bites,others,400,Delivery
No,No,3.700448817952718,0,others,Quick Bites,others,250,Delivery
No,No,4.0,138,Koramangala 7th Block,Casual Dining,others,800,Delivery
Yes,No,3.0,21,BTM,Delivery,others,600,Delivery
No,No,3.2,6,Jayanagar,Quick Bites,South Indian,400,Delivery
No,No,3.700448817952718,0,BTM,"Takeaway, Delivery",others,250,Delivery
Yes,No,3.7,68,Brigade Road,Casual Dining,"South Indian, North Indian",500,Delivery
Yes,No,3.2,13,BTM,Quick Bites,Biryani,300,Delivery
Yes,No,4.0,152,Koramangala 5th Block,others,others,350,Delivery
Yes,No,3.6,11,Jayanagar,Quick Bites,others,200,Delivery
Yes,No,3.700448817952718,0,Koramangala 5th Block,Quick Bites,Fast Food,300,Delivery
Yes,No,3.1,28,BTM,others,others,250,Delivery
Yes,No,3.700448817952718,0,Koramangala 1st Block,Quick Bites,others,150,Delivery
No,No,3.700448817952718,0,BTM,Quick Bites,"North Indian, South Indian",250,Delivery
Yes,No,2.8,94,others,Quick Bites,"North Indian, Chinese",300,Delivery
No,No,3.9,194,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese",400,Delivery
Yes,No,3.7,24,Richmond Road,Quick Bites,others,500,Delivery
Yes,No,3.9,44,Koramangala 5th Block,Quick Bites,others,500,Delivery
Yes,No,3.5,12,BTM,others,Beverages,150,Delivery
Yes,No,3.9,144,Koramangala 4th Block,Delivery,North Indian,500,Delivery
No,No,3.700448817952718,0,Koramangala 4th Block,Delivery,Chinese,200,Delivery
Yes,No,3.700448817952718,0,Koramangala 4th Block,Delivery,"North Indian, Chinese",600,Delivery
Yes,No,3.2,6,Koramangala 7th Block,Delivery,Chinese,300,Delivery
Yes,No,3.1,31,BTM,Quick Bites,others,500,Delivery
Yes,No,2.6,16,BTM,"Takeaway, Delivery",Fast Food,400,Delivery
Yes,No,2.8,5,HSR,Quick Bites,others,200,Delivery
Yes,No,3.2,9,BTM,"Takeaway, Delivery",Biryani,300,Delivery
Yes,No,3.6,16,Koramangala 7th Block,Delivery,North Indian,300,Delivery
Yes,No,3.5,7,HSR,Quick Bites,others,100,Delivery
Yes,No,3.5,9,BTM,Quick Bites,others,300,Delivery
Yes,No,3.700448817952718,0,BTM,Quick Bites,others,300,Delivery
Yes,No,3.3,8,Koramangala 1st Block,Quick Bites,"South Indian, North Indian",250,Delivery
Yes,No,3.700448817952718,0,Koramangala 1st Block,others,others,250,Delivery
Yes,Yes,4.0,281,Koramangala 4th Block,"Casual Dining, Bar",others,"1,500",Delivery
Yes,No,3.6,10,BTM,Quick Bites,others,100,Delivery
Yes,No,3.8,187,JP Nagar,Cafe,others,500,Delivery
Yes,No,3.700448817952718,0,BTM,"Takeaway, Delivery",North Indian,400,Delivery
Yes,No,3.0,39,BTM,Quick Bites,"North Indian, Chinese",400,Delivery
Yes,No,3.4,8,BTM,Quick Bites,Fast Food,150,Delivery
Yes,No,3.1,22,Jayanagar,Quick Bites,Fast Food,400,Delivery
Yes,No,3.9,48,HSR,Quick Bites,others,400,Delivery
Yes,No,3.1,6,Koramangala 1st Block,Bakery,"Bakery, Desserts",200,Delivery
No,No,3.700448817952718,0,Koramangala 4th Block,Delivery,North Indian,300,Delivery
Yes,No,3.5,17,BTM,"Takeaway, Delivery",North Indian,300,Delivery
Yes,No,3.5,16,Koramangala 5th Block,Quick Bites,others,200,Delivery
Yes,No,2.9,7,BTM,Cafe,others,400,Delivery
Yes,No,3.700448817952718,0,Koramangala 4th Block,Delivery,North Indian,500,Delivery
Yes,No,4.6,1026,Koramangala 7th Block,others,others,550,Desserts
No,No,4.5,1547,Koramangala 7th Block,Dessert Parlor,"Ice Cream, Desserts",400,Desserts
Yes,No,4.2,602,Koramangala 7th Block,Dessert Parlor,others,900,Desserts
Yes,No,4.0,69,Koramangala 7th Block,Dessert Parlor,Desserts,400,Desserts
Yes,No,4.2,447,Koramangala 7th Block,Dessert Parlor,others,300,Desserts
No,No,3.9,140,Koramangala 7th Block,others,others,200,Desserts
Yes,No,4.2,706,Koramangala 7th Block,Dessert Parlor,others,450,Desserts
No,No,4.1,77,Koramangala 7th Block,Dessert Parlor,"Ice Cream, Desserts",250,Desserts
Yes,No,4.0,188,Koramangala 7th Block,others,others,500,Desserts
Yes,No,4.1,37,Koramangala 7th Block,others,others,500,Desserts
Yes,No,4.0,33,Koramangala 7th Block,Dessert Parlor,others,200,Desserts
Yes,No,3.9,79,Koramangala 7th Block,Dessert Parlor,"Ice Cream, Desserts",800,Desserts
No,No,4.1,324,Koramangala 7th Block,Cafe,others,700,Desserts
Yes,No,4.0,100,Koramangala 7th Block,Dessert Parlor,Bakery,150,Desserts
No,No,3.8,64,Koramangala 7th Block,others,others,600,Desserts
No,No,3.8,62,Koramangala 7th Block,others,Desserts,150,Desserts
Yes,No,3.9,28,Koramangala 7th Block,Bakery,"Bakery, Desserts",500,Desserts
Yes,No,3.6,29,Koramangala 7th Block,Bakery,others,400,Desserts
Yes,No,3.2,6,Koramangala 7th Block,others,others,400,Desserts
No,No,3.700448817952718,0,Koramangala 7th Block,others,"Bakery, Desserts",350,Desserts
Yes,No,3.700448817952718,0,Koramangala 7th Block,Bakery,Bakery,200,Desserts
No,No,3.700448817952718,0,Koramangala 7th Block,"Takeaway, Delivery",Desserts,550,Desserts
No,No,3.700448817952718,0,Koramangala 7th Block,others,others,150,Desserts
No,No,3.3,5,Koramangala 7th Block,others,"Bakery, Desserts",500,Desserts
No,No,3.3,9,Koramangala 7th Block,others,others,150,Desserts
No,No,3.7,49,Koramangala 7th Block,others,others,400,Desserts
No,No,2.9,30,Koramangala 7th Block,Dessert Parlor,Desserts,250,Desserts
Yes,No,3.700448817952718,0,Koramangala 7th Block,Cafe,others,300,Desserts
Yes,Yes,4.3,582,Koramangala 6th Block,others,others,"2,000",Desserts
No,No,4.6,277,Koramangala 5th Block,others,others,400,Desserts
Yes,Yes,4.2,2619,Koramangala 5th Block,Casual Dining,others,"1,300",Desserts
Yes,Yes,4.4,9085,Koramangala 4th Block,others,others,600,Desserts
No,No,4.4,1227,Koramangala 4th Block,Cafe,others,800,Desserts
Yes,No,4.4,364,Koramangala 6th Block,Cafe,others,500,Desserts
No,No,4.2,1534,Koramangala 6th Block,Quick Bites,others,600,Desserts
No,No,4.4,177,Koramangala 5th Block,others,others,600,Desserts
Yes,No,4.5,835,Koramangala 5th Block,Dessert Parlor,others,400,Desserts
Yes,No,4.5,2629,Koramangala 5th Block,others,others,500,Desserts
Yes,Yes,4.2,517,Koramangala 5th Block,Cafe,others,800,Desserts
Yes,Yes,4.1,602,Koramangala 6th Block,Casual Dining,others,"1,100",Desserts
Yes,Yes,4.3,343,Koramangala 4th Block,Quick Bites,others,450,Desserts
Yes,No,4.1,61,Koramangala 5th Block,Dessert Parlor,others,450,Desserts
Yes,No,4.3,191,Koramangala 4th Block,Bakery,"Bakery, Desserts",400,Desserts
Yes,No,4.2,1077,Koramangala 5th Block,others,"Mithai, Street Food",400,Desserts
Yes,No,4.5,349,Koramangala 5th Block,others,others,300,Desserts
Yes,No,4.6,158,Koramangala 5th Block,Delivery,others,500,Desserts
No,No,3.9,124,Koramangala 4th Block,Bakery,"Bakery, Desserts",500,Desserts
No,No,4.3,450,Koramangala 5th Block,Dessert Parlor,others,400,Desserts
Yes,No,4.2,196,Koramangala 6th Block,Dessert Parlor,others,400,Desserts
Yes,No,4.1,141,Koramangala 5th Block,Cafe,others,"1,200",Desserts
Yes,No,4.3,1902,Koramangala 5th Block,Dessert Parlor,Desserts,400,Desserts
Yes,Yes,4.0,151,others,Casual Dining,others,"1,100",Desserts
Yes,Yes,4.2,1706,Koramangala 5th Block,Cafe,others,650,Desserts
No,No,4.5,499,Koramangala 6th Block,Dessert Parlor,"Desserts, Ice Cream",500,Desserts
No,No,4.1,723,Koramangala 4th Block,others,others,300,Desserts
Yes,No,3.9,231,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts",500,Desserts
Yes,No,4.2,180,Koramangala 5th Block,Dessert Parlor,others,350,Desserts
Yes,No,4.8,193,Koramangala 5th Block,Dessert Parlor,Desserts,400,Desserts
Yes,No,4.1,191,Koramangala 4th Block,Dessert Parlor,Desserts,300,Desserts
Yes,No,4.1,240,Koramangala 5th Block,others,others,400,Desserts
Yes,No,4.3,68,Koramangala 5th Block,Dessert Parlor,others,250,Desserts
No,No,3.9,34,Koramangala 5th Block,others,others,150,Desserts
No,No,4.0,366,Koramangala 4th Block,others,others,300,Desserts
Yes,No,3.6,26,others,others,others,200,Desserts
Yes,No,4.2,341,Koramangala 5th Block,Dessert Parlor,others,500,Desserts
Yes,No,3.8,23,Koramangala 5th Block,Dessert Parlor,Desserts,400,Desserts
Yes,No,4.4,149,Koramangala 5th Block,"Takeaway, Delivery",others,350,Desserts
Yes,No,4.1,211,Koramangala 5th Block,others,others,200,Desserts
Yes,No,3.9,128,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts",200,Desserts
Yes,No,3.9,68,others,others,"Mithai, Street Food",400,Desserts
Yes,No,3.8,123,Koramangala 5th Block,Bakery,"Bakery, Desserts",400,Desserts
Yes,No,3.6,18,Koramangala 6th Block,Dessert Parlor,Desserts,300,Desserts
Yes,No,4.2,53,Koramangala 5th Block,Dessert Parlor,others,400,Desserts
Yes,No,4.1,157,Koramangala 4th Block,Dessert Parlor,Desserts,300,Desserts
Yes,No,3.9,27,Koramangala 5th Block,Dessert Parlor,others,200,Desserts
Yes,No,4.1,23,Koramangala 6th Block,Delivery,"Bakery, Desserts",500,Desserts
Yes,No,4.0,152,Koramangala 5th Block,others,others,350,Desserts
Yes,No,3.9,110,Koramangala 5th Block,Dessert Parlor,others,200,Desserts
No,No,3.9,44,Koramangala 5th Block,others,others,200,Desserts
Yes,No,4.2,350,Koramangala 4th Block,Dessert Parlor,Desserts,300,Desserts
No,No,4.1,445,Koramangala 4th Block,Dessert Parlor,others,400,Desserts
No,No,3.8,35,Koramangala 5th Block,Bakery,others,400,Desserts
No,No,3.8,290,others,others,others,500,Desserts
Yes,No,3.4,99,others,Bakery,"Bakery, Desserts",400,Desserts
Yes,No,3.9,18,Koramangala 5th Block,Dessert Parlor,Desserts,300,Desserts
No,No,3.5,11,Koramangala 6th Block,Bakery,Bakery,200,Desserts
No,No,3.7,73,Koramangala 6th Block,others,others,250,Desserts
Yes,No,4.1,511,Koramangala 6th Block,Dessert Parlor,"Desserts, Ice Cream",500,Desserts
Yes,No,3.8,25,Koramangala 4th Block,Bakery,"Bakery, Desserts",300,Desserts
Yes,No,3.5,16,Koramangala 5th Block,others,others,300,Desserts
No,No,3.700448817952718,0,Koramangala 4th Block,Bakery,Bakery,600,Desserts
Yes,No,3.5,34,Koramangala 6th Block,others,others,250,Desserts
Yes,Yes,4.3,104,others,Cafe,others,700,Desserts
Yes,No,3.4,6,Koramangala 5th Block,Bakery,"Bakery, Desserts",400,Desserts
Yes,No,4.0,275,others,Cafe,Cafe,500,Desserts
Yes,No,3.1,11,Koramangala 5th Block,others,"Bakery, Desserts",300,Desserts
No,No,3.700448817952718,0,Koramangala 4th Block,Dessert Parlor,others,100,Desserts
No,No,2.7,53,Koramangala 4th Block,others,others,600,Desserts
No,No,3.700448817952718,0,others,Bakery,"Bakery, Desserts",200,Desserts
No,No,3.700448817952718,0,others,Dessert Parlor,others,,Desserts
No,No,4.1,147,Koramangala 5th Block,Dessert Parlor,others,200,Desserts
Yes,No,4.3,169,Koramangala 4th Block,Dessert Parlor,others,450,Desserts
Yes,No,3.700448817952718,0,others,Dessert Parlor,Desserts,200,Desserts
No,No,3.700448817952718,0,Koramangala 5th Block,Dessert Parlor,Desserts,800,Desserts
No,No,3.700448817952718,0,Koramangala 4th Block,Bakery,Bakery,300,Desserts
Yes,No,3.700448817952718,0,Koramangala 4th Block,Delivery,Desserts,250,Desserts
Yes,No,3.700448817952718,0,Koramangala 4th Block,others,others,300,Desserts
Yes,No,3.700448817952718,0,others,others,others,200,Desserts
Yes,No,3.700448817952718,0,others,Dessert Parlor,Desserts,300,Desserts
No,No,3.5,10,Koramangala 5th Block,Quick Bites,others,250,Desserts
No,No,3.5,11,Koramangala 6th Block,"Takeaway, Delivery",others,300,Desserts
No,No,3.4,5,Koramangala 6th Block,Bakery,"Bakery, Desserts",300,Desserts
No,No,4.0,40,Koramangala 6th Block,Dessert Parlor,others,300,Desserts
No,No,3.8,38,Koramangala 5th Block,Dessert Parlor,others,400,Desserts
No,No,2.9,12,Koramangala 6th Block,Cafe,others,500,Desserts
No,No,4.0,157,Koramangala 6th Block,Dessert Parlor,Desserts,300,Desserts
No,No,3.7,13,Koramangala 4th Block,Dessert Parlor,Desserts,400,Desserts
No,No,3.700448817952718,0,Koramangala 4th Block,others,others,500,Desserts
No,No,3.5,15,Koramangala 5th Block,others,others,400,Desserts
No,No,3.8,18,Koramangala 4th Block,"Takeaway, Delivery",Desserts,850,Desserts
No,No,3.700448817952718,0,Koramangala 5th Block,Delivery,"Bakery, Desserts",300,Desserts
No,No,3.3,4,others,others,"Mithai, Street Food",300,Desserts
No,No,3.5,13,others,Quick Bites,others,200,Desserts
Yes,No,3.8,75,others,others,"Mithai, Street Food",200,Desserts
Yes,No,3.8,434,Koramangala 5th Block,others,Desserts,800,Desserts
Yes,No,3.7,52,Koramangala 4th Block,Cafe,others,450,Desserts
Yes,Yes,4.1,1855,Koramangala 1st Block,Cafe,others,600,Desserts
Yes,No,3.700448817952718,0,BTM,Dessert Parlor,Desserts,300,Desserts
Yes,No,4.1,208,BTM,others,others,200,Desserts
No,No,4.5,942,Koramangala 1st Block,Dessert Parlor,others,200,Desserts
Yes,No,4.0,87,BTM,others,Beverages,200,Desserts
Yes,No,3.6,41,BTM,Delivery,Bakery,500,Desserts
No,No,3.7,22,BTM,others,others,300,Desserts
No,No,4.0,213,BTM,Quick Bites,others,,Desserts
No,No,3.5,7,BTM,others,others,300,Desserts
No,No,3.8,69,Bannerghatta Road,others,others,700,Desserts
No,No,3.9,15,Jayanagar,others,"Mithai, Street Food",100,Desserts
Yes,No,3.700448817952718,0,BTM,Bakery,"Bakery, Desserts",300,Desserts
No,No,3.7,21,BTM,others,others,200,Desserts
Yes,No,3.6,37,Koramangala 1st Block,others,Bakery,450,Desserts
No,No,3.5,7,Koramangala 1st Block,Dessert Parlor,others,200,Desserts
No,No,3.700448817952718,0,BTM,Dessert Parlor,others,200,Desserts
No,No,3.4,10,Koramangala 1st Block,Dessert Parlor,others,300,Desserts
No,No,3.3,7,BTM,Delivery,others,250,Desserts
No,No,3.7,48,BTM,"Takeaway, Delivery",Desserts,400,Desserts
Yes,No,3.4,9,others,others,"Mithai, Street Food",100,Desserts
No,No,3.4,6,BTM,Bakery,Bakery,500,Desserts
No,No,3.6,12,BTM,Quick Bites,others,200,Desserts
No,No,3.700448817952718,0,others,Quick Bites,others,150,Desserts
No,No,3.700448817952718,0,Koramangala 1st Block,Dessert Parlor,"Ice Cream, Desserts",200,Desserts
Yes,No,3.700448817952718,0,Jayanagar,Bakery,"Bakery, Desserts",350,Desserts
No,No,3.700448817952718,0,others,others,others,300,Desserts
Yes,No,3.5,9,BTM,Dessert Parlor,"Desserts, Ice Cream",250,Desserts
Yes,No,3.700448817952718,0,BTM,Cafe,others,200,Desserts
No,No,3.700448817952718,0,BTM,others,others,200,Desserts
No,No,3.700448817952718,0,BTM,Dessert Parlor,"Desserts, Ice Cream",150,Desserts
No,No,3.700448817952718,0,Bannerghatta Road,Dessert Parlor,Desserts,300,Desserts
No,No,3.700448817952718,0,BTM,Quick Bites,others,200,Desserts
No,No,3.700448817952718,0,Koramangala 1st Block,"Takeaway, Delivery","Bakery, Desserts",600,Desserts
No,No,3.700448817952718,0,JP Nagar,"Takeaway, Delivery","Bakery, Desserts",250,Desserts
Yes,No,3.700448817952718,0,Jayanagar,Bakery,"Bakery, Desserts",350,Desserts
Yes,No,3.700448817952718,0,others,Dessert Parlor,others,400,Desserts
No,No,3.700448817952718,0,Koramangala 1st Block,Cafe,Cafe,400,Desserts
No,No,3.700448817952718,0,Richmond Road,others,others,150,Desserts
Yes,No,3.700448817952718,0,BTM,Cafe,Cafe,500,Desserts
Yes,No,3.1,6,Koramangala 1st Block,Bakery,"Bakery, Desserts",200,Desserts
No,No,3.4,9,BTM,others,others,300,Desserts
No,No,3.700448817952718,0,BTM,others,others,300,Desserts
No,No,3.3,6,Jayanagar,Bakery,"Bakery, Desserts",350,Desserts
No,No,3.700448817952718,0,Richmond Road,others,others,200,Desserts
No,No,3.2,15,others,Bakery,Bakery,150,Desserts
No,No,3.6,19,Koramangala 1st Block,Bakery,"Bakery, Desserts",300,Desserts
No,No,3.700448817952718,0,BTM,Dessert Parlor,"Desserts, Ice Cream",200,Desserts
No,No,3.700448817952718,0,BTM,"Takeaway, Delivery",Desserts,400,Desserts
No,No,3.700448817952718,0,BTM,Bakery,"Bakery, Desserts",500,Desserts
No,No,3.2,5,BTM,others,"Mithai, Street Food",350,Desserts
No,No,3.700448817952718,0,BTM,Bakery,Bakery,300,Desserts
No,No,3.3,4,others,Bakery,others,200,Desserts
No,No,3.700448817952718,0,others,others,others,400,Desserts
No,No,3.700448817952718,0,Koramangala 1st Block,Dessert Parlor,"Desserts, Ice Cream",150,Desserts
Yes,No,3.700448817952718,0,Koramangala 1st Block,others,others,200,Desserts
Yes,No,3.700448817952718,0,Richmond Road,Dessert Parlor,Desserts,800,Desserts
Yes,No,3.5,24,BTM,"Takeaway, Delivery",others,150,Desserts
No,Yes,4.5,6385,Koramangala 7th Block,others,others,"1,600",Dine-out
No,Yes,4.8,516,Koramangala 5th Block,others,others,"2,100",Dine-out
Yes,Yes,4.4,683,Koramangala 7th Block,Casual Dining,others,"1,500",Dine-out
Yes,No,4.6,4714,Koramangala 7th Block,others,others,"1,500",Dine-out
No,Yes,4.4,2391,Koramangala 7th Block,"Casual Dining, Bar",others,"1,100",Dine-out
Yes,Yes,4.4,459,Koramangala 7th Block,"Casual Dining, Bar",North Indian,"1,500",Dine-out
Yes,No,4.3,3468,Koramangala 7th Block,Casual Dining,North Indian,600,Dine-out
Yes,Yes,4.5,727,Koramangala 7th Block,Casual Dining,others,"1,500",Dine-out
No,No,3.700448817952718,0,Koramangala 7th Block,others,others,"1,000",Dine-out
Yes,Yes,4.2,1372,Koramangala 7th Block,"Casual Dining, Bar",others,"1,400",Dine-out
Yes,No,4.6,1027,Koramangala 7th Block,others,others,550,Dine-out
Yes,Yes,4.0,797,Koramangala 7th Block,Casual Dining,North Indian,900,Dine-out
Yes,No,4.0,960,Koramangala 7th Block,Casual Dining,others,500,Dine-out
Yes,No,3.8,19,Koramangala 7th Block,Casual Dining,others,400,Dine-out
Yes,No,4.1,306,Koramangala 7th Block,Cafe,others,600,Dine-out
Yes,No,4.1,516,Koramangala 7th Block,Casual Dining,others,750,Dine-out
No,Yes,4.1,455,Koramangala 7th Block,Casual Dining,North Indian,650,Dine-out
Yes,Yes,4.0,1394,Koramangala 7th Block,Casual Dining,others,"1,100",Dine-out
No,Yes,3.9,283,Koramangala 7th Block,"Casual Dining, Bar",others,"1,000",Dine-out
Yes,No,3.6,32,Koramangala 7th Block,Cafe,others,500,Dine-out
Yes,No,3.9,454,Koramangala 7th Block,Casual Dining,others,600,Dine-out
Yes,No,3.5,889,Koramangala 7th Block,Casual Dining,others,650,Dine-out
No,No,4.1,172,Koramangala 7th Block,Cafe,others,650,Dine-out
Yes,No,4.1,616,Koramangala 7th Block,Casual Dining,others,500,Dine-out
No,Yes,4.2,117,Koramangala 7th Block,Casual Dining,others,800,Dine-out
Yes,No,3.7,24,Koramangala 7th Block,Cafe,Cafe,550,Dine-out
No,Yes,4.3,108,Koramangala 7th Block,Casual Dining,others,"1,000",Dine-out
No,No,3.8,26,Koramangala 7th Block,others,"North Indian, Chinese, Biryani",300,Dine-out
No,No,3.9,144,Koramangala 7th Block,Casual Dining,others,750,Dine-out
No,No,4.1,324,Koramangala 7th Block,Cafe,others,700,Dine-out
No,No,4.0,138,Koramangala 7th Block,Casual Dining,others,800,Dine-out
Yes,No,2.9,13,Koramangala 7th Block,Casual Dining,others,600,Dine-out
Yes,No,3.8,267,Koramangala 7th Block,Casual Dining,others,650,Dine-out
Yes,No,3.7,707,Koramangala 7th Block,Casual Dining,others,750,Dine-out
Yes,No,3.700448817952718,0,Koramangala 7th Block,Casual Dining,others,"1,500",Dine-out
Yes,Yes,4.2,325,Koramangala 7th Block,Casual Dining,others,800,Dine-out
Yes,No,2.7,249,Koramangala 7th Block,Casual Dining,others,400,Dine-out
Yes,No,4.0,396,Koramangala 7th Block,Casual Dining,others,750,Dine-out
Yes,No,3.8,57,Koramangala 7th Block,Casual Dining,others,700,Dine-out
Yes,No,3.4,34,Koramangala 7th Block,Casual Dining,others,650,Dine-out
No,No,3.7,19,Koramangala 7th Block,others,others,300,Dine-out
No,No,3.5,14,Koramangala 7th Block,Casual Dining,"Chinese, North Indian","1,000",Dine-out
Yes,No,2.8,152,Koramangala 7th Block,Casual Dining,others,700,Dine-out
Yes,No,3.5,9,Koramangala 7th Block,others,others,700,Dine-out
Yes,No,3.2,73,Koramangala 7th Block,Cafe,Cafe,650,Dine-out
