online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type)
Yes,No,3.3 /5,10,Malleshwaram,"Dessert Parlor, Bakery","Desserts, Bakery",250,Delivery
Yes,No,3.4 /5,7,Majestic,Casual Dining,North Indian,700,Delivery
No,No,3.4 /5,7,Vijay Nagar,Quick Bites,"Fast Food, Chinese",,Delivery
Yes,No,,0,Basaveshwara Nagar,Delivery,"North Indian, Chinese",600,Delivery
Yes,No,3.9 /5,36,Yeshwantpur,"Casual Dining, Bar","Seafood, North Indian, Mangalorean","1,200",Delivery
No,No,4.8 /5,1161,Rajajinagar,Bakery,"Bakery, Desserts",200,Desserts
Yes,No,3.8 /5,114,Rajajinagar,Quick Bites,"Mithai, Street Food",400,Desserts
Yes,No,4.0 /5,155,Rajajinagar,Dessert Parlor,Ice Cream,500,Desserts
Yes,No,3.9 /5,115,Rajajinagar,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",400,Desserts
No,No,3.1 /5,8,Rajajinagar,Dessert Parlor,"Ice Cream, Desserts",450,Desserts
Yes,No,4.0 /5,39,Rajajinagar,Delivery,"Bakery, Desserts",500,Desserts
Yes,No,3.3 /5,7,Rajajinagar,"Dessert Parlor, Quick Bites","Desserts, Sandwich, Pizza, Burger",200,Desserts
Yes,No,3.6 /5,39,Rajajinagar,Dessert Parlor,"Desserts, Ice Cream",300,Desserts
No,No,3.8 /5,56,Rajajinagar,"Bakery, Dessert Parlor","Bakery, Desserts",400,Desserts
No,No,3.5 /5,8,Rajajinagar,Cafe,Cafe,400,Desserts
No,No,3.4 /5,8,Rajajinagar,"Takeaway, Delivery",Desserts,150,Desserts
Yes,No,3.5 /5,13,Rajajinagar,Dessert Parlor,"Ice Cream, Fast Food",200,Desserts
Yes,No,3.5 /5,14,Rajajinagar,Bakery,Bakery,400,Desserts
Yes,No,3.4 /5,36,Rajajinagar,Dessert Parlor,Bakery,400,Desserts
No,No,,0,Rajajinagar,Sweet Shop,"Mithai, Street Food",250,Desserts
Yes,No,2.9 /5,20,Rajajinagar,Dessert Parlor,"Ice Cream, Desserts",250,Desserts
No,No,3.4 /5,10,Rajajinagar,"Dessert Parlor, Quick Bites","Ice Cream, Fast Food",350,Desserts
No,No,,0,Rajajinagar,Bakery,Bakery,300,Desserts
No,No,3.3 /5,4,Rajajinagar,"Bakery, Dessert Parlor","Bakery, Fast Food",500,Desserts
No,No,,0,Rajajinagar,Bakery,Bakery,400,Desserts
No,No,,0,Rajajinagar,Sweet Shop,"Mithai, Street Food",450,Desserts
Yes,No,,0,Rajajinagar,"Dessert Parlor, Beverage Shop","Beverages, Ice Cream",200,Desserts
No,No,3.4 /5,4,Rajajinagar,Bakery,Bakery,300,Desserts
No,No,3.3 /5,8,Rajajinagar,Dessert Parlor,Desserts,100,Desserts
No,No,3.7 /5,10,Rajajinagar,Quick Bites,Fast Food,300,Desserts
No,No,3.3 /5,6,Rajajinagar,Dessert Parlor,Ice Cream,200,Desserts
No,No,3.0 /5,28,Rajajinagar,Dessert Parlor,Desserts,300,Desserts
No,No,,0,Rajajinagar,Dessert Parlor,Desserts,200,Desserts
No,No,3.6 /5,15,Rajajinagar,Sweet Shop,"Mithai, Desserts",100,Desserts
No,No,,0,Rajajinagar,"Beverage Shop, Dessert Parlor","Beverages, Desserts",300,Desserts
No,No,,0,Rajajinagar,Dessert Parlor,Desserts,300,Desserts
No,No,3.6 /5,12,Rajajinagar,Bakery,"Bakery, Desserts",500,Desserts
No,No,,0,Rajajinagar,Dessert Parlor,Desserts,300,Desserts
No,No,,0,Rajajinagar,Sweet Shop,"Mithai, Desserts",500,Desserts
No,No,3.4 /5,7,Rajajinagar,Dessert Parlor,"Ice Cream, Desserts",150,Desserts
Yes,No,3.6 /5,24,Rajajinagar,Sweet Shop,"Mithai, Street Food",250,Desserts
No,No,3.7 /5,53,Rajajinagar,"Takeaway, Delivery","Mithai, Street Food",250,Desserts
No,No,3.0 /5,8,Rajajinagar,"Bakery, Dessert Parlor","Bakery, Desserts, Beverages",100,Desserts
Yes,Yes,4.3 /5,397,Basaveshwara Nagar,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,Desserts
Yes,No,3.8 /5,35,Basaveshwara Nagar,Dessert Parlor,Desserts,250,Desserts
No,No,3.8 /5,35,Basaveshwara Nagar,"Bakery, Quick Bites","Bakery, Fast Food",,Desserts
No,No,4.2 /5,148,Basaveshwara Nagar,Dessert Parlor,"Ice Cream, Beverages",200,Desserts
Yes,No,4.1 /5,179,Basaveshwara Nagar,Dessert Parlor,"Desserts, Ice Cream",500,Desserts
Yes,No,3.4 /5,10,Basaveshwara Nagar,"Dessert Parlor, Quick Bites","Ice Cream, Juices, Fast Food",200,Desserts
No,No,3.7 /5,23,Basaveshwara Nagar,Dessert Parlor,Ice Cream,300,Desserts
Yes,No,3.9 /5,61,Basaveshwara Nagar,Sweet Shop,"Mithai, Street Food",100,Desserts
Yes,No,3.8 /5,43,Basaveshwara Nagar,Dessert Parlor,"Ice Cream, Desserts",200,Desserts
Yes,No,3.6 /5,99,Basaveshwara Nagar,Cafe,"Cafe, Italian, Desserts",500,Desserts
No,No,3.9 /5,57,Basaveshwara Nagar,Quick Bites,Desserts,600,Desserts
Yes,No,3.8 /5,75,Basaveshwara Nagar,Dessert Parlor,Desserts,350,Desserts
Yes,No,,0,Basaveshwara Nagar,"Sweet Shop, Quick Bites","Mithai, Street Food",200,Desserts
No,No,3.3 /5,16,Basaveshwara Nagar,"Takeaway, Delivery",Desserts,300,Desserts
No,No,,0,Basaveshwara Nagar,Bakery,Bakery,200,Desserts
No,No,,0,Basaveshwara Nagar,Dessert Parlor,"Ice Cream, Desserts, Bakery",400,Desserts
No,No,,0,Basaveshwara Nagar,Sweet Shop,Mithai,400,Desserts
No,No,3.3 /5,7,Basaveshwara Nagar,Dessert Parlor,Desserts,100,Desserts
No,No,3.5 /5,49,Basaveshwara Nagar,"Sweet Shop, Quick Bites","Mithai, North Indian, Street Food",250,Desserts
No,No,3.8 /5,46,Basaveshwara Nagar,"Bakery, Dessert Parlor","Bakery, Desserts",200,Desserts
No,No,3.7 /5,39,Basaveshwara Nagar,"Beverage Shop, Dessert Parlor","Beverages, Desserts, Ice Cream",400,Desserts
No,No,NEW,0,Basaveshwara Nagar,Bakery,Bakery,400,Desserts
No,No,4.3 /5,236,Race Course Road,Dessert Parlor,Desserts,500,Desserts
Yes,No,4.4 /5,406,Seshadripuram,Dessert Parlor,"Ice Cream, Desserts",400,Desserts
Yes,No,4.2 /5,290,Malleshwaram,"Cafe, Dessert Parlor","Desserts, Cafe, Continental",700,Desserts
No,No,3.9 /5,108,Malleshwaram,Dessert Parlor,"Desserts, Ice Cream",250,Desserts
No,No,3.9 /5,133,Malleshwaram,Bakery,"Bakery, Fast Food",250,Desserts
Yes,No,3.8 /5,72,Malleshwaram,"Dessert Parlor, Beverage Shop","Beverages, Desserts, Juices",150,Desserts
Yes,No,4.0 /5,28,Malleshwaram,Bakery,"Bakery, Desserts",500,Desserts
Yes,No,3.4 /5,10,Vijay Nagar,Dessert Parlor,"Desserts, Ice Cream, Beverages",300,Desserts
Yes,No,4.0 /5,25,Malleshwaram,Dessert Parlor,"Ice Cream, Desserts",200,Desserts
No,No,3.5 /5,10,Malleshwaram,Dessert Parlor,Desserts,100,Desserts
Yes,No,3.7 /5,4,Malleshwaram,"Takeaway, Delivery",Bakery,200,Desserts
No,No,3.8 /5,28,Malleshwaram,Sweet Shop,"Mithai, Street Food",300,Desserts
Yes,No,4.1 /5,197,Malleshwaram,Dessert Parlor,"Desserts, Beverages",300,Desserts
No,No,3.5 /5,8,Malleshwaram,"Bakery, Dessert Parlor",Desserts,150,Desserts
No,No,3.3 /5,5,Malleshwaram,Sweet Shop,"Mithai, Fast Food",300,Desserts
No,No,3.7 /5,12,Malleshwaram,"Dessert Parlor, Food Court",Desserts,100,Desserts
No,No,3.9 /5,46,Malleshwaram,Food Court,"Desserts, Ice Cream",150,Desserts
No,No,,0,Malleshwaram,Bakery,Bakery,300,Desserts
Yes,No,3.7 /5,31,Malleshwaram,Dessert Parlor,Bakery,150,Desserts
Yes,No,3.7 /5,27,Malleshwaram,Sweet Shop,Mithai,250,Desserts
No,No,3.4 /5,4,Malleshwaram,Sweet Shop,Mithai,150,Desserts
Yes,No,3.3 /5,4,Malleshwaram,Dessert Parlor,"Ice Cream, Desserts",250,Desserts
No,No,3.5 /5,7,Malleshwaram,Cafe,Cafe,"1,000",Desserts
Yes,No,3.6 /5,17,Malleshwaram,Dessert Parlor,Desserts,400,Desserts
No,No,,0,Majestic,Sweet Shop,Mithai,250,Desserts
No,No,,0,Malleshwaram,Cafe,Cafe,300,Desserts
No,No,,0,Malleshwaram,Dessert Parlor,"Ice Cream, Desserts",250,Desserts
No,No,,0,Magadi Road,Bakery,"Bakery, Desserts",500,Desserts
Yes,No,3.3 /5,10,Malleshwaram,"Dessert Parlor, Bakery","Desserts, Bakery",250,Desserts
No,No,3.8 /5,16,Malleshwaram,Food Court,"Fast Food, Beverages",400,Desserts
No,No,4.1 /5,81,Malleshwaram,Dessert Parlor,Ice Cream,100,Desserts
No,No,3.5 /5,12,Malleshwaram,Dessert Parlor,Desserts,150,Desserts
No,No,3.4 /5,9,Majestic,"Sweet Shop, Quick Bites","Mithai, Street Food",150,Desserts
No,No,4.1 /5,96,Malleshwaram,Food Court,"Beverages, Desserts",250,Desserts
No,No,3.8 /5,51,Malleshwaram,Dessert Parlor,"Ice Cream, Bakery, Desserts",200,Desserts
No,No,3.4 /5,17,Malleshwaram,Dessert Parlor,Desserts,400,Desserts
No,No,,0,Malleshwaram,Beverage Shop,"Beverages, Desserts",150,Desserts
No,No,,0,Malleshwaram,Bakery,Bakery,150,Desserts
No,No,NEW,0,Malleshwaram,Dessert Parlor,"Desserts, Ice Cream",200,Desserts
Yes,No,3.9 /5,131,Malleshwaram,Food Court,"Bakery, Desserts, Beverages",450,Desserts
Yes,No,3.9 /5,360,Malleshwaram,Food Court,Desserts,300,Desserts
Yes,No,4.1 /5,143,Malleshwaram,Dessert Parlor,"Ice Cream, Desserts",400,Desserts
No,Yes,4.3 /5,1103,Rajajinagar,"Bar, Casual Dining","Finger Food, Continental, North Indian, Italian, Japanese","1,650",Dine-out
Yes,Yes,4.6 /5,2423,Rajajinagar,"Casual Dining, Bar","Continental, North Indian, Chinese","1,100",Dine-out
No,Yes,4.5 /5,1284,Rajajinagar,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab","1,600",Dine-out
Yes,No,3.9 /5,74,Rajajinagar,Casual Dining,"South Indian, Fast Food",500,Dine-out
No,No,4.3 /5,690,Rajajinagar,Casual Dining,South Indian,400,Dine-out
No,No,4.3 /5,818,Rajajinagar,Casual Dining,"North Indian, Chinese, Street Food, Juices",600,Dine-out
No,Yes,4.3 /5,858,Rajajinagar,Casual Dining,"Pizza, Biryani, North Indian, South Indian",800,Dine-out
Yes,No,4.1 /5,568,Rajajinagar,Casual Dining,"Mughlai, Chinese",700,Dine-out
No,Yes,4.0 /5,617,Rajajinagar,"Fine Dining, Bar","North Indian, South Indian, Continental","1,800",Dine-out
Yes,No,3.8 /5,591,Rajajinagar,Casual Dining,"Andhra, North Indian, Chinese",700,Dine-out
Yes,No,4.0 /5,633,Rajajinagar,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750,Dine-out
Yes,Yes,3.9 /5,676,Rajajinagar,Casual Dining,"North Indian, Continental",900,Dine-out
Yes,Yes,4.1 /5,428,Rajajinagar,Casual Dining,"Seafood, North Indian, Chinese","1,100",Dine-out
Yes,No,3.8 /5,335,Rajajinagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Juices",450,Dine-out
No,No,4.0 /5,930,Rajajinagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800,Dine-out
No,No,3.7 /5,103,Rajajinagar,"Casual Dining, Bar","Andhra, Continental, Chinese",900,Dine-out
Yes,No,3.9 /5,320,Rajajinagar,Casual Dining,"Andhra, Chinese, North Indian, Seafood",800,Dine-out
No,Yes,3.9 /5,620,Rajajinagar,Casual Dining,"North Indian, Chinese, Continental","1,000",Dine-out
Yes,No,4.1 /5,502,Rajajinagar,Casual Dining,"North Indian, Chinese",600,Dine-out
Yes,No,3.8 /5,149,Rajajinagar,Casual Dining,Chinese,700,Dine-out
No,No,,0,,,,,Dine-out
No,No,3.5 /5,73,Rajajinagar,Quick Bites,"South Indian, Chinese",400,Dine-out
No,Yes,4.0 /5,137,Rajajinagar,Casual Dining,"Desserts, North Indian, Chinese",700,Dine-out
No,No,3.7 /5,81,Rajajinagar,Casual Dining,"North Indian, South Indian, Chinese",600,Dine-out
Yes,No,3.1 /5,94,Rajajinagar,Quick Bites,"Mangalorean, Chinese, North Indian, Biryani",350,Dine-out
Yes,No,3.3 /5,44,Rajajinagar,Casual Dining,"Chinese, Thai, Seafood",650,Dine-out
No,No,3.0 /5,28,Rajajinagar,Quick Bites,"Mangalorean, Chinese, Seafood, North Indian",450,Dine-out
No,No,3.4 /5,10,Rajajinagar,Bar,"North Indian, South Indian, Continental","1,800",Dine-out
No,No,3.7 /5,18,Rajajinagar,Casual Dining,North Indian,750,Dine-out
Yes,No,2.3 /5,180,Rajajinagar,Casual Dining,"North Indian, Chinese, South Indian, Street Food",500,Dine-out
Yes,No,3.8 /5,27,Rajajinagar,Casual Dining,South Indian,500,Dine-out
Yes,No,3.8 /5,20,Rajajinagar,Quick Bites,"Seafood, South Indian, Chinese",400,Dine-out
Yes,Yes,3.7 /5,57,Rajajinagar,Casual Dining,"Seafood, North Indian, Chinese, Continental, Mangalorean",900,Dine-out
No,No,3.2 /5,97,Rajajinagar,"Casual Dining, Lounge","North Indian, South Indian, Chinese","1,000",Dine-out
No,No,,0,Rajajinagar,Casual Dining,"Chinese, North Indian",650,Dine-out
No,No,,0,Rajajinagar,Quick Bites,North Indian,400,Dine-out
Yes,No,3.7 /5,349,Rajajinagar,Casual Dining,"North Indian, Mughlai, Biryani, Chinese, Kebab",600,Dine-out
No,No,,0,Rajajinagar,Quick Bites,"South Indian, Chinese, North Indian",250,Dine-out
No,No,,0,Rajajinagar,Quick Bites,Mangalorean,400,Dine-out
Yes,No,3.3 /5,4,Rajajinagar,Casual Dining,"Chinese, North Indian, South Indian, Fast Food",450,Dine-out
Yes,No,3.3 /5,10,Rajajinagar,Casual Dining,"South Indian, North Indian, Chinese",600,Dine-out
Yes,No,,0,Rajajinagar,Kiosk,"Chinese, Fast Food, Beverages",150,Dine-out
No,No,,0,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese",400,Dine-out
No,No,,0,Basaveshwara Nagar,Quick Bites,"South Indian, Biryani",300,Dine-out
Yes,No,3.4 /5,590,Rajajinagar,Casual Dining,"Andhra, North Indian, Chinese, Biryani",600,Dine-out
No,No,3.5 /5,15,Rajajinagar,Casual Dining,"Andhra, South Indian, Biryani, North Indian, Mangalorean",700,Dine-out
No,No,3.7 /5,31,Rajajinagar,Casual Dining,"North Indian, Fast Food",500,Dine-out
No,No,3.4 /5,7,Rajajinagar,Casual Dining,"North Indian, Chinese",700,Dine-out
No,No,3.3 /5,5,Rajajinagar,Casual Dining,"North Indian, Chinese, Biryani",550,Dine-out
No,No,3.3 /5,5,Rajajinagar,Quick Bites,"South Indian, Chinese",300,Dine-out
No,No,3.2 /5,4,Rajajinagar,Quick Bites,"Mughlai, North Indian, Chinese",400,Dine-out
No,No,3.2 /5,4,Rajajinagar,Casual Dining,"North Indian, Chinese","1,000",Dine-out
No,No,3.4 /5,8,Rajajinagar,"Casual Dining, Bar","North Indian, South Indian, Chinese",800,Dine-out
No,No,3.6 /5,21,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
No,No,3.3 /5,6,Rajajinagar,Quick Bites,South Indian,400,Dine-out
No,No,4.0 /5,84,Rajajinagar,"Casual Dining, Bar","Mediterranean, BBQ","1,200",Dine-out
Yes,No,2.9 /5,96,Rajajinagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400,Dine-out
No,No,3.1 /5,9,Rajajinagar,Casual Dining,"North Indian, Mangalorean, Chinese",550,Dine-out
Yes,No,3.7 /5,75,Rajajinagar,Casual Dining,"Chinese, Thai",850,Dine-out
No,No,4.3 /5,332,Rajajinagar,Quick Bites,"South Indian, Biryani",300,Dine-out
Yes,No,3.8 /5,216,Rajajinagar,Quick Bites,"Biryani, Kebab",400,Dine-out
No,No,3.2 /5,10,Rajajinagar,Quick Bites,South Indian,300,Dine-out
No,No,3.3 /5,6,Rajajinagar,Quick Bites,"Mangalorean, Seafood, South Indian",400,Dine-out
Yes,No,NEW,0,Rajajinagar,Quick Bites,"Fast Food, Pizza",250,Dine-out
Yes,No,3.7 /5,18,Rajajinagar,Quick Bites,"Fast Food, Desserts",200,Dine-out
Yes,No,3.9 /5,32,Rajajinagar,Quick Bites,"North Indian, Fast Food, Street Food",800,Dine-out
Yes,No,3.5 /5,101,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",400,Dine-out
Yes,No,3.9 /5,392,Rajajinagar,Quick Bites,"Pizza, Fast Food",400,Dine-out
Yes,No,3.6 /5,6,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Dine-out
Yes,No,3.8 /5,74,Rajajinagar,Quick Bites,"North Indian, Chinese, Kebab",350,Dine-out
Yes,No,3.9 /5,98,Rajajinagar,Quick Bites,South Indian,300,Dine-out
No,No,3.8 /5,102,Rajajinagar,Quick Bites,Biryani,350,Dine-out
Yes,No,3.7 /5,297,Rajajinagar,Quick Bites,"Biryani, Kebab",400,Dine-out
Yes,No,3.9 /5,63,Rajajinagar,Quick Bites,North Indian,350,Dine-out
Yes,No,3.9 /5,266,Rajajinagar,Food Court,"Burger, Fast Food, Beverages",600,Dine-out
Yes,No,4.0 /5,397,Rajajinagar,Quick Bites,North Indian,450,Dine-out
Yes,No,3.4 /5,11,Rajajinagar,Quick Bites,Italian,300,Dine-out
Yes,No,3.0 /5,89,Rajajinagar,Quick Bites,"Fast Food, Street Food",200,Dine-out
No,No,3.5 /5,46,Rajajinagar,Quick Bites,Biryani,300,Dine-out
No,No,3.6 /5,21,Rajajinagar,Quick Bites,Chinese,200,Dine-out
No,No,3.0 /5,75,Rajajinagar,Quick Bites,"South Indian, Chinese, Fast Food",300,Dine-out
No,No,3.4 /5,9,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese, Seafood",400,Dine-out
No,No,3.1 /5,38,Rajajinagar,Quick Bites,"Biryani, Fast Food",350,Dine-out
No,No,3.3 /5,4,Rajajinagar,Quick Bites,"North Indian, South Indian, Chinese",300,Dine-out
No,No,3.3 /5,5,Rajajinagar,Quick Bites,"Biryani, Chinese",200,Dine-out
Yes,No,3.0 /5,89,Rajajinagar,Quick Bites,"Fast Food, Street Food",200,Dine-out
Yes,No,NEW,0,Rajajinagar,Quick Bites,"Biryani, South Indian",250,Dine-out
Yes,No,3.8 /5,99,Rajajinagar,Quick Bites,Fast Food,300,Dine-out
No,No,3.6 /5,4,Rajajinagar,Quick Bites,"Beverages, South Indian",200,Dine-out
Yes,No,3.4 /5,9,Rajajinagar,Quick Bites,South Indian,350,Dine-out
Yes,No,3.5 /5,162,Rajajinagar,Quick Bites,"Biryani, Fast Food",400,Dine-out
Yes,No,3.6 /5,10,Rajajinagar,Quick Bites,"South Indian, Biryani",400,Dine-out
Yes,No,3.5 /5,10,Rajajinagar,Quick Bites,"Chinese, Fast Food, North Indian",300,Dine-out
Yes,No,4.1 /5,89,Rajajinagar,Quick Bites,"Biryani, Seafood",400,Dine-out
Yes,No,3.9 /5,43,Rajajinagar,Quick Bites,"South Indian, Chinese, North Indian, Desserts, Continental",300,Dine-out
Yes,No,3.6 /5,30,Rajajinagar,Quick Bites,"North Indian, Chinese",350,Dine-out
No,No,3.3 /5,8,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",250,Dine-out
No,No,3.3 /5,7,Rajajinagar,Quick Bites,Street Food,150,Dine-out
No,No,3.6 /5,68,Rajajinagar,Quick Bites,"South Indian, North Indian",450,Dine-out
Yes,No,3.8 /5,18,Rajajinagar,Quick Bites,"Fast Food, Desserts",250,Dine-out
No,No,3.5 /5,36,Rajajinagar,Quick Bites,South Indian,300,Dine-out
Yes,No,3.2 /5,71,Rajajinagar,Quick Bites,"Fast Food, Beverages",400,Dine-out
No,No,,0,Rajajinagar,Quick Bites,South Indian,300,Dine-out
No,No,,0,Rajajinagar,Quick Bites,South Indian,300,Dine-out
No,No,3.4 /5,61,Rajajinagar,Quick Bites,Fast Food,150,Dine-out
No,No,,0,Rajajinagar,Quick Bites,South Indian,350,Dine-out
No,No,,0,Rajajinagar,Quick Bites,"Chinese, South Indian",300,Dine-out
No,No,NEW,0,Rajajinagar,Quick Bites,Biryani,400,Dine-out
Yes,No,,0,Rajajinagar,Quick Bites,Fast Food,200,Dine-out
Yes,No,3.2 /5,27,Rajajinagar,Food Court,"South Indian, Chinese, North Indian",450,Dine-out
Yes,No,3.3 /5,4,Rajajinagar,Quick Bites,"South Indian, Biryani",400,Dine-out
Yes,No,2.8 /5,9,Vijay Nagar,Food Court,"Rolls, Fast Food",250,Dine-out
No,No,3.5 /5,37,Rajajinagar,Quick Bites,Biryani,300,Dine-out
No,No,3.3 /5,5,Rajajinagar,Quick Bites,South Indian,300,Dine-out
Yes,No,3.2 /5,4,Rajajinagar,Quick Bites,Fast Food,200,Dine-out
No,No,,0,Rajajinagar,Quick Bites,South Indian,100,Dine-out
No,No,,0,Rajajinagar,Quick Bites,South Indian,150,Dine-out
No,No,,0,Rajajinagar,Quick Bites,"Biryani, Kebab",300,Dine-out
No,No,,0,Rajajinagar,Quick Bites,Kebab,200,Dine-out
No,No,,0,Rajajinagar,Quick Bites,"Biryani, South Indian",300,Dine-out
No,No,,0,Rajajinagar,Quick Bites,"Biryani, South Indian",200,Dine-out
No,No,,0,Rajajinagar,Quick Bites,Biryani,250,Dine-out
No,No,,0,Rajajinagar,Quick Bites,Street Food,100,Dine-out
No,No,,0,Rajajinagar,Quick Bites,"South Indian, Biryani",300,Dine-out
No,No,,0,Rajajinagar,Quick Bites,"South Indian, Chinese",150,Dine-out
No,No,,0,Rajajinagar,Quick Bites,"Fast Food, South Indian",200,Dine-out
Yes,No,,0,Rajajinagar,Quick Bites,"Biryani, Kebab",250,Dine-out
Yes,No,3.2 /5,9,Rajajinagar,Quick Bites,"Chinese, North Indian, South Indian",450,Dine-out
No,No,3.1 /5,37,Rajajinagar,Quick Bites,South Indian,300,Dine-out
No,No,3.8 /5,27,Rajajinagar,Quick Bites,South Indian,200,Dine-out
No,No,3.1 /5,12,Rajajinagar,Quick Bites,Street Food,150,Dine-out
No,No,3.2 /5,4,Rajajinagar,Quick Bites,"North Indian, South Indian",400,Dine-out
No,No,,0,Rajajinagar,Quick Bites,South Indian,150,Dine-out
No,No,3.3 /5,4,Rajajinagar,Quick Bites,South Indian,400,Dine-out
No,No,3.2 /5,4,Rajajinagar,Quick Bites,"North Indian, Chinese",300,Dine-out
No,No,3.7 /5,35,Rajajinagar,Quick Bites,South Indian,100,Dine-out
Yes,No,3.7 /5,33,Rajajinagar,Quick Bites,Street Food,200,Dine-out
No,No,3.3 /5,4,Rajajinagar,Quick Bites,"South Indian, Chinese, Beverages",150,Dine-out
No,No,3.4 /5,4,Rajajinagar,Quick Bites,South Indian,400,Dine-out
No,No,,0,Rajajinagar,Quick Bites,South Indian,250,Dine-out
No,No,3.3 /5,5,Rajajinagar,Quick Bites,Biryani,300,Dine-out
No,No,3.3 /5,4,Rajajinagar,Quick Bites,South Indian,100,Dine-out
No,No,3.2 /5,4,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese",150,Dine-out
No,No,,0,Rajajinagar,Quick Bites,South Indian,250,Dine-out
No,No,3.4 /5,10,Rajajinagar,Quick Bites,"Biryani, Kebab",150,Dine-out
No,No,,0,Rajajinagar,Quick Bites,South Indian,250,Dine-out
No,No,,0,Rajajinagar,Quick Bites,North Indian,150,Dine-out
No,No,,0,Rajajinagar,Quick Bites,"North Indian, Biryani, Desserts",300,Dine-out
No,No,,0,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Dine-out
No,No,NEW,0,Rajajinagar,Quick Bites,"Biryani, South Indian",300,Dine-out
No,No,,0,Rajajinagar,Quick Bites,"South Indian, Biryani",300,Dine-out
No,No,3.7 /5,22,Rajajinagar,Quick Bites,South Indian,200,Dine-out
Yes,No,3.8 /5,268,Rajajinagar,Quick Bites,"South Indian, Biryani",250,Dine-out
Yes,No,3.5 /5,108,Rajajinagar,Quick Bites,"Pizza, Fast Food",750,Dine-out
Yes,No,3.6 /5,28,Rajajinagar,Quick Bites,"North Indian, South Indian, Chinese",300,Dine-out
Yes,No,3.5 /5,141,Rajajinagar,Quick Bites,"North Indian, South Indian, Seafood, Chinese",400,Dine-out
Yes,No,2.8 /5,5,Rajajinagar,Quick Bites,Fast Food,200,Dine-out
Yes,No,4.1 /5,344,Rajajinagar,Quick Bites,"North Indian, South Indian, Chinese",350,Dine-out
Yes,No,3.4 /5,22,Rajajinagar,Quick Bites,"North Indian, Fast Food",300,Dine-out
Yes,No,3.9 /5,53,Rajajinagar,Quick Bites,"North Indian, South Indian, Chinese",300,Dine-out
Yes,No,3.8 /5,209,Rajajinagar,Quick Bites,"Chinese, Fast Food, Momos",450,Dine-out
Yes,No,3.2 /5,69,Rajajinagar,Food Court,South Indian,500,Dine-out
Yes,Yes,4.4 /5,1026,Basaveshwara Nagar,Casual Dining,"North Indian, Mughlai",800,Dine-out
Yes,Yes,4.3 /5,397,Basaveshwara Nagar,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,Dine-out
Yes,No,4.1 /5,245,Basaveshwara Nagar,Casual Dining,"Biryani, North Indian, Mughlai",600,Dine-out
No,No,3.9 /5,175,Basaveshwara Nagar,Quick Bites,"Biryani, South Indian",350,Dine-out
No,No,3.8 /5,180,Basaveshwara Nagar,Quick Bites,Biryani,300,Dine-out
Yes,No,3.6 /5,110,Basaveshwara Nagar,Casual Dining,"Andhra, North Indian, Chinese",500,Dine-out
Yes,No,3.8 /5,74,Basaveshwara Nagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Beverages",400,Dine-out
Yes,No,3.7 /5,68,Basaveshwara Nagar,Casual Dining,"North Indian, Chinese",500,Dine-out
No,Yes,3.9 /5,96,Basaveshwara Nagar,"Pub, Casual Dining","Arabian, Chinese, Continental, North Indian, Finger Food","1,200",Dine-out
Yes,Yes,3.1 /5,405,Basaveshwara Nagar,"Casual Dining, Bar","North Indian, Chinese, Seafood",800,Dine-out
No,No,3.7 /5,30,Basaveshwara Nagar,Quick Bites,"North Indian, Chinese, Mangalorean",300,Dine-out
No,No,NEW,0,Basaveshwara Nagar,Casual Dining,"South Indian, North Indian, Arabian, Continental",600,Dine-out
No,No,4.0 /5,178,Basaveshwara Nagar,Casual Dining,"Chinese, North Indian",750,Dine-out
Yes,No,3.2 /5,123,Basaveshwara Nagar,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750,Dine-out
No,No,3.7 /5,239,Basaveshwara Nagar,"Casual Dining, Cafe","Continental, Italian, Cafe, Beverages, Desserts",600,Dine-out
Yes,No,3.6 /5,99,Basaveshwara Nagar,Cafe,"Cafe, Italian, Desserts",500,Dine-out
Yes,No,3.8 /5,285,Basaveshwara Nagar,Casual Dining,"Chinese, North Indian, Momos, Biryani",800,Dine-out
No,No,3.3 /5,59,Basaveshwara Nagar,Casual Dining,"Mughlai, North Indian, Chinese",,Dine-out
