_id,online_order,book_table,rate,votes,location,rest_type,cuisines,cost_for_2,type
65931bfed4b9eb96be5ee834,Yes,No,3.3/5,6,Commercial Street,Cafe,Cafe,400,Dine-out
65931bfed4b9eb96be5f3e86,Yes,Yes,4.2 /5,1181,Koramangala 4th Block,Pub,"Finger Food, Chinese, Italian, Burger","1,300",Pubs and bars
65931bfed4b9eb96be5ee954,Yes,No,3.8/5,47,HSR,Cafe,"Cafe, Burger, Sandwich, Beverages",500,Cafes
65931bfed4b9eb96be5f1b70,No,No,3.3 /5,5,Koramangala 5th Block,Mess,Andhra,150,Dine-out
65931bfed4b9eb96be5ee551,Yes,No,3.9/5,54,Commercial Street,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Delivery
65931bfed4b9eb96be5f1604,Yes,No,NEW,0,Sarjapur Road,Quick Bites,North Indian,200,Delivery
65931bfed4b9eb96be5f2093,Yes,No,2.9 /5,95,BTM,Delivery,"North Indian, South Indian, Chinese, Fast Food",700,Delivery
65931bfed4b9eb96be5ec1a4,No,No,4.5/5,3569,St. Marks Road,Cafe,"Cafe, American, Burger, Steak",900,Delivery
65931bfed4b9eb96be5f4c2d,Yes,No,3.0 /5,47,Marathahalli,Quick Bites,"North Indian, Chinese",400,Delivery
65931bfed4b9eb96be5ef8b5,Yes,No,4.2/5,192,Basavanagudi,Quick Bites,"Street Food, Fast Food",250,Delivery
65931bfed4b9eb96be5ee562,Yes,No,3.9/5,67,Church Street,"Beverage Shop, Cafe","Cafe, Tea, North Indian",500,Delivery
65931bfed4b9eb96be5f70f9,Yes,No,3.4 /5,6,Whitefield,"Takeaway, Delivery","Biryani, Andhra, North Indian",500,Delivery
65931bfed4b9eb96be5ee334,No,No,,0,Electronic City,Casual Dining,"North Indian, Chinese, South Indian",600,Dine-out
65931bfed4b9eb96be5f5f90,No,Yes,3.7 /5,1118,Indiranagar,Lounge,"Continental, Chinese, North Indian","1,500",Drinks & nightlife
65931bfed4b9eb96be5ec55a,No,No,4.7/5,3894,Residency Road,"Microbrewery, Casual Dining","Continental, BBQ, Salad","1,500",Drinks & nightlife
65931bfed4b9eb96be5f5ab5,Yes,No,4.2 /5,1344,Jeevan Bhima Nagar,Quick Bites,"Burger, Fast Food",500,Delivery
65931bfed4b9eb96be5f0f63,Yes,No,3.5/5,12,Frazer Town,Quick Bites,"Juices, Fast Food, Beverages",350,Delivery
65931bfed4b9eb96be5eb0bf,Yes,No,3.9/5,42,JP Nagar,Dessert Parlor,Fast Food,250,Delivery
65931bfed4b9eb96be5f6841,Yes,No,3.5 /5,13,Shanti Nagar,Quick Bites,North Indian,300,Dine-out
65931bfed4b9eb96be5ed003,Yes,No,3.1/5,7,Koramangala 5th Block,Quick Bites,"Biryani, Mughlai",500,Delivery
65931bfed4b9eb96be5f0175,Yes,No,3.3/5,513,Kumaraswamy Layout,Casual Dining,"BBQ, Arabian, Chinese, Kebab, Beverages",700,Delivery
65931bfed4b9eb96be5ed1f2,Yes,No,,0,Koramangala 4th Block,Delivery,Desserts,250,Delivery
65931bfed4b9eb96be5f613e,No,No,3.2 /5,4,Rajajinagar,Quick Bites,"North Indian, Chinese",300,Delivery
65931bfed4b9eb96be5ed3d2,Yes,No,3.9 /5,82,Koramangala 7th Block,Dessert Parlor,"Ice Cream, Desserts",800,Desserts
65931bfed4b9eb96be5f03c2,No,No,3.6/5,14,JP Nagar,Bakery,"Bakery, Desserts",300,Delivery
65931bfed4b9eb96be5ee8a6,No,No,3.8/5,29,Cunningham Road,Quick Bites,"South Indian, Biryani",400,Dine-out
65931bfed4b9eb96be5ee497,No,Yes,3.7/5,41,MG Road,Casual Dining,"BBQ, Biryani, Continental","1,500",Buffet
65931bfed4b9eb96be5eecb5,Yes,No,,0,HSR,Delivery,North Indian,500,Delivery
65931bfed4b9eb96be5eb35a,Yes,No,3.6/5,33,Bannerghatta Road,Casual Dining,"Andhra, North Indian, Chinese",600,Dine-out
65931bfed4b9eb96be5f64ba,Yes,No,4.3 /5,152,Ulsoor,Casual Dining,"Biryani, North Indian, Kebab",650,Delivery
65931bfed4b9eb96be5f55b6,Yes,No,3.8 /5,19,Brigade Road,Quick Bites,"Chinese, Continental, North Indian, Italian",200,Dine-out
65931bfed4b9eb96be5f6b03,Yes,Yes,4.1 /5,1073,HSR,"Casual Dining, Bar","Italian, Mexican, Continental, Pizza","1,200",Delivery
65931bfed4b9eb96be5f1a49,Yes,No,3.9 /5,523,Koramangala 4th Block,Casual Dining,"Chinese, Thai, Momos",500,Dine-out
65931bfed4b9eb96be5f2796,No,No,4.1 /5,357,BTM,Quick Bites,"Chinese, Thai, Asian",500,Dine-out
65931bfed4b9eb96be5ef39d,No,No,,0,CV Raman Nagar,Quick Bites,Fast Food,200,Delivery
65931bfed4b9eb96be5ed6ae,Yes,No,4.2/5,189,Koramangala 6th Block,Quick Bites,"Street Food, North Indian, Mithai, Chinese, Beverages",300,Dine-out
65931bfed4b9eb96be5eb41a,No,No,NEW,0,Bannerghatta Road,Quick Bites,"North Indian, South Indian, Chinese",200,Dine-out
65931bfed4b9eb96be5f0658,Yes,No,2.9/5,51,JP Nagar,Casual Dining,"North Indian, Chinese",500,Dine-out
65931bfed4b9eb96be5ed634,Yes,Yes,4.4/5,1851,Koramangala 6th Block,Casual Dining,Chinese,"1,100",Dine-out
65931bfed4b9eb96be5f0e5a,Yes,No,,0,HBR Layout,Quick Bites,Pizza,350,Delivery
65931bfed4b9eb96be5ebe5d,No,No,4.3/5,1303,Marathahalli,Casual Dining,"North Indian, Continental, Chettinad, Andhra, Bengali","1,000",Dine-out
65931bfed4b9eb96be5f682d,Yes,No,3.7 /5,97,Infantry Road,"Cafe, Casual Dining","Cafe, Burger, Italian, Fast Food",650,Dine-out
65931bfed4b9eb96be5f639a,No,No,3.4 /5,5,Malleshwaram,"Food Court, Quick Bites","Pizza, Fast Food",400,Dine-out
65931bfed4b9eb96be5ef941,Yes,No,4.0/5,468,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600,Delivery
65931bfed4b9eb96be5f18e2,No,No,,0,Koramangala 1st Block,Quick Bites,North Indian,300,Delivery
65931bfed4b9eb96be5f5966,No,No,3.3 /5,6,New BEL Road,"Cafe, Bakery","Cafe, Bakery",400,Dine-out
65931bfed4b9eb96be5f1d29,Yes,No,2.5 /5,109,BTM,Casual Dining,"North Indian, Chinese, Arabian",800,Dine-out
65931bfed4b9eb96be5f6fdd,Yes,No,3.4 /5,141,"ITPL Main Road, Whitefield","Quick Bites, Food Court","Healthy Food, Sandwich, Salad",500,Delivery
65931bfed4b9eb96be5f539f,Yes,No,,0,Frazer Town,Delivery,"North Indian, Chinese",600,Delivery
65931bfed4b9eb96be5ed889,Yes,Yes,4.3/5,2562,Koramangala 5th Block,Bar,"Continental, Finger Food, North Indian, Chinese","1,200",Pubs and bars
65931bfed4b9eb96be5f5605,Yes,No,3.3 /5,4,Ulsoor,Quick Bites,North Indian,100,Dine-out
65931bfed4b9eb96be5ee881,Yes,No,4.3/5,654,Cunningham Road,"Cafe, Dessert Parlor","Cafe, Desserts",750,Dine-out
65931bfed4b9eb96be5f30c9,No,No,4.1 /5,324,Koramangala 7th Block,Cafe,"Cafe, American, Italian, Beverages",700,Dine-out
65931bfed4b9eb96be5f4965,No,No,3.3 /5,6,Rajajinagar,Casual Dining,"North Indian, Chinese",700,Dine-out
65931bfed4b9eb96be5ec252,Yes,No,3.7/5,17,Brigade Road,Beverage Shop,"Beverages, Ice Cream",200,Desserts
65931bfed4b9eb96be5ebfa6,Yes,No,3.7/5,80,Ulsoor,Quick Bites,Arabian,300,Delivery
65931bfed4b9eb96be5ec2f8,Yes,No,3.0/5,17,Brigade Road,Cafe,"Cafe, Fast Food",900,Dine-out
65931bfed4b9eb96be5f7247,No,No,,0,Whitefield,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery
65931bfed4b9eb96be5f27de,No,No,,0,Bannerghatta Road,Cafe,"Cafe, Healthy Food",400,Dine-out
65931bfed4b9eb96be5f3b04,No,No,3.8 /5,4660,Koramangala 6th Block,"Lounge, Microbrewery","North Indian, Continental, Chinese","2,000",Dine-out
65931bfed4b9eb96be5ed399,No,No,3.7 /5,106,BTM,Dessert Parlor,Desserts,600,Desserts
65931bfed4b9eb96be5f1783,Yes,Yes,4.0/5,1513,Koramangala 3rd Block,Cafe,"Cafe, Continental",900,Delivery
65931bfed4b9eb96be5f43d3,No,No,3.3 /5,5,Shanti Nagar,Quick Bites,South Indian,300,Dine-out
65931bfed4b9eb96be5ed676,Yes,No,3.8/5,208,Bannerghatta Road,Casual Dining,"Biryani, Andhra, North Indian",700,Dine-out
65931bfed4b9eb96be5f1c51,No,No,3.5 /5,6,Koramangala 5th Block,Quick Bites,"Chinese, North Indian",250,Dine-out
65931bfed4b9eb96be5f30cd,Yes,No,3.6 /5,76,Koramangala 4th Block,Cafe,"Cafe, Fast Food",650,Dine-out
65931bfed4b9eb96be5f3d4d,Yes,No,,0,BTM,Cafe,Cafe,500,Dine-out
65931bfed4b9eb96be5eb78e,No,No,-,0,Bannerghatta Road,Quick Bites,"North Indian, Chinese, South Indian",,Delivery
65931bfed4b9eb96be5ef378,No,No,3.4/5,46,Domlur,Casual Dining,North Indian,"1,100",Delivery
65931bfed4b9eb96be5ee253,No,No,,0,Electronic City,Sweet Shop,"Mithai, Street Food, North Indian",300,Desserts
65931bfed4b9eb96be5f556d,No,No,3.7 /5,68,Brigade Road,Casual Dining,"South Indian, North Indian",500,Dine-out
65931bfed4b9eb96be5f6806,No,Yes,4.3 /5,365,Richmond Road,Fine Dining,"North Indian, Mughlai","3,500",Dine-out
65931bfed4b9eb96be5ead78,Yes,No,3.9/5,888,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",750,Delivery
65931bfed4b9eb96be5f01c1,Yes,No,3.6/5,14,Bannerghatta Road,"Takeaway, Delivery","Fast Food, Street Food",200,Delivery
65931bfed4b9eb96be5f4dca,Yes,Yes,4.4 /5,3113,Marathahalli,"Casual Dining, Bar","North Indian, Japanese","1,500",Dine-out
65931bfed4b9eb96be5eb584,Yes,No,4.4/5,4884,Jayanagar,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750,Delivery
65931bfed4b9eb96be5f706e,Yes,No,3.9 /5,147,Whitefield,Food Court,"Chinese, Momos",600,Delivery
65931bfed4b9eb96be5eebc2,Yes,Yes,4.1/5,720,HSR,Cafe,"Cafe, Continental, Pizza, Italian, Beverages",950,Delivery
65931bfed4b9eb96be5eedff,Yes,Yes,4.0/5,403,HSR,Casual Dining,"South Indian, Biryani, North Indian",800,Dine-out
65931bfed4b9eb96be5f62f1,No,No,,0,Basaveshwara Nagar,Quick Bites,Fast Food,250,Dine-out
65931bfed4b9eb96be5f279d,Yes,No,3.5 /5,15,BTM,Quick Bites,"Fast Food, North Indian",400,Dine-out
65931bfed4b9eb96be5f2878,Yes,No,3.9 /5,66,BTM,Quick Bites,Biryani,700,Dine-out
65931bfed4b9eb96be5f5494,No,Yes,4.3 /5,165,Ulsoor,Fine Dining,"American, Continental, North Indian, South Indian","2,800",Dine-out
65931bfed4b9eb96be5f003a,No,No,3.7 /5,112,BTM,Casual Dining,"Chinese, Fast Food, Continental",500,Dine-out
65931bfed4b9eb96be5f14b1,Yes,No,4.0/5,138,HSR,Casual Dining,"Continental, American",750,Delivery
65931bfed4b9eb96be5f25b5,Yes,Yes,4.2 /5,2714,Koramangala 3rd Block,Cafe,"Cafe, Continental, Italian","1,000",Dine-out
65931bfed4b9eb96be5f65da,No,No,,0,Brigade Road,Food Court,"South Indian, Street Food",400,Delivery
65931bfed4b9eb96be5f0181,Yes,No,3.6/5,35,JP Nagar,Quick Bites,"North Indian, Chinese",200,Delivery
65931bfed4b9eb96be5ef2c8,No,No,3.8/5,29,Indiranagar,Quick Bites,Fast Food,350,Delivery
65931bfed4b9eb96be5ec721,Yes,No,3.9/5,175,Whitefield,Quick Bites,North Indian,350,Delivery
65931bfed4b9eb96be5f4d3f,Yes,No,3.2 /5,684,Marathahalli,Casual Dining,"Arabian, North Indian, Seafood, Chinese, Biryani",800,Delivery
65931bfed4b9eb96be5f10c8,No,No,4.6/5,274,Kalyan Nagar,Dessert Parlor,"Desserts, Bakery",300,Desserts
65931bfed4b9eb96be5f5c94,No,No,4.1 /5,76,Indiranagar,"Bakery, Dessert Parlor","Bakery, Desserts",400,Delivery
65931bfed4b9eb96be5f56b8,No,No,3.4 /5,5,Frazer Town,Quick Bites,"South Indian, Biryani",300,Dine-out
65931bfed4b9eb96be5ee5a3,Yes,No,4.2/5,133,Cunningham Road,Casual Dining,"Awadhi, Bengali, North Indian","1,500",Delivery
65931bfed4b9eb96be5ed3b7,Yes,Yes,4.2 /5,1722,Koramangala 5th Block,Cafe,"Cafe, Italian, Burger, American, Steak",650,Desserts
65931bfed4b9eb96be5f0e4f,Yes,No,3.7/5,30,Kammanahalli,Kiosk,Arabian,150,Delivery
65931bfed4b9eb96be5edf20,No,No,,0,Uttarahalli,Quick Bites,"Chinese, North Indian",300,Dine-out
65931bfed4b9eb96be5f315b,Yes,No,3.9 /5,96,Ejipura,Quick Bites,"Bengali, North Indian",500,Dine-out
65931bfed4b9eb96be5ef3cb,Yes,Yes,4.8/5,1724,Indiranagar,Casual Dining,"Italian, Pizza, Beverages","1,200",Desserts
65931bfed4b9eb96be5f5deb,No,No,3.9 /5,82,Old Airport Road,Quick Bites,North Indian,150,Dine-out
65931bfed4b9eb96be5f5e1d,Yes,No,4.0 /5,691,Jeevan Bhima Nagar,Casual Dining,"Biryani, Andhra",750,Dine-out
65931bfed4b9eb96be5f52d0,Yes,No,3.4 /5,8,Wilson Garden,Quick Bites,Biryani,300,Delivery
65931bfed4b9eb96be5f0571,Yes,No,3.1/5,8,JP Nagar,Takeaway,"Bakery, Desserts",500,Desserts
65931bfed4b9eb96be5ec210,No,No,NEW,0,Lavelle Road,Quick Bites,"Mughlai, Cafe",400,Delivery
65931bfed4b9eb96be5ed495,No,No,2.9/5,17,BTM,Casual Dining,"North Indian, Kerala, Chinese",600,Dine-out
65931bfed4b9eb96be5ee08c,Yes,No,3.9/5,93,Electronic City,Casual Dining,"Continental, European, Salad, Beverages, Italian, Burger",400,Delivery
65931bfed4b9eb96be5f44d3,No,No,,0,Majestic,Quick Bites,"North Indian, Biryani",300,Dine-out
65931bfed4b9eb96be5ec287,No,Yes,3.8/5,25,Ulsoor,Cafe,"Cafe, North Indian, Fast Food","2,200",Desserts
65931bfed4b9eb96be5f56f4,No,Yes,4.0 /5,749,Church Street,Pub,"Finger Food, Continental, Asian, North Indian","1,100",Drinks & nightlife
65931bfed4b9eb96be5ee7ef,Yes,No,3.6/5,31,Frazer Town,Quick Bites,"Chinese, North Indian",450,Dine-out
65931bfed4b9eb96be5f6aca,Yes,No,2.9 /5,833,Sarjapur Road,Casual Dining,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",800,Delivery
65931bfed4b9eb96be5ee56a,Yes,No,4.0/5,558,Indiranagar,Casual Dining,"North Indian, Chinese, South Indian",900,Delivery
65931bfed4b9eb96be5f6606,Yes,No,2.9 /5,56,Cunningham Road,Quick Bites,"Fast Food, Rolls",150,Delivery
65931bfed4b9eb96be5ef4f0,No,No,3.7/5,123,Indiranagar,Quick Bites,"North Indian, Chinese",350,Dine-out
65931bfed4b9eb96be5f22e0,No,No,3.5 /5,16,BTM,Quick Bites,"North Indian, Chinese",200,Delivery
65931bfed4b9eb96be5f0fd0,Yes,No,,0,Nagarbhavi,Quick Bites,"Rolls, Street Food",200,Delivery
65931bfed4b9eb96be5f5fa4,Yes,Yes,4.1 /5,348,Old Airport Road,"Casual Dining, Pub",Continental,900,Pubs and bars
65931bfed4b9eb96be5ec3e4,Yes,Yes,3.1/5,58,St. Marks Road,Quick Bites,"Biryani, Chinese, Fast Food, North Indian",400,Dine-out
65931bfed4b9eb96be5f5e29,Yes,No,3.6 /5,51,Jeevan Bhima Nagar,Casual Dining,"North Indian, South Indian, Chinese, Biryani",450,Dine-out
65931bfed4b9eb96be5eb0b6,Yes,No,3.5/5,15,Bannerghatta Road,Casual Dining,"North Indian, Chinese",600,Delivery
65931bfed4b9eb96be5f72fd,No,Yes,4.2 /5,320,Whitefield,Pub,"Asian, Continental, European","1,500",Dine-out
65931bfed4b9eb96be5f2d5a,No,No,3.8 /5,34,Koramangala 5th Block,Bakery,"Bakery, Desserts, Sandwich",400,Delivery
65931bfed4b9eb96be5f03d3,Yes,No,3.3/5,9,JP Nagar,"Takeaway, Delivery","North Indian, Biryani",600,Delivery
65931bfed4b9eb96be5f4cf6,Yes,No,2.7 /5,6,"Varthur Main Road, Whitefield","Takeaway, Delivery","Kebab, Rolls, Charcoal Chicken",400,Delivery
65931bfed4b9eb96be5f4c8f,No,No,,0,Marathahalli,Delivery,Beverages,250,Delivery
65931bfed4b9eb96be5f4432,No,No,,0,Shanti Nagar,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
65931bfed4b9eb96be5ef867,Yes,No,3.8/5,111,Bannerghatta Road,Casual Dining,"Andhra, Biryani",800,Delivery
65931bfed4b9eb96be5edba0,Yes,No,,0,Frazer Town,Delivery,South Indian,500,Delivery
65931bfed4b9eb96be5edb31,Yes,No,,0,Frazer Town,Quick Bites,"Rolls, Street Food",200,Delivery
65931bfed4b9eb96be5ed329,Yes,No,3.6/5,10,Bannerghatta Road,Quick Bites,South Indian,150,Delivery
65931bfed4b9eb96be5ef208,Yes,Yes,4.0/5,1907,MG Road,Casual Dining,"Thai, Japanese, Korean, Burmese, Chinese","2,100",Delivery
65931bfed4b9eb96be5f0376,No,No,NEW,0,JP Nagar,Beverage Shop,"Beverages, Desserts",200,Delivery
65931bfed4b9eb96be5ec3a4,Yes,No,4.3/5,901,Ulsoor,Casual Dining,Japanese,"2,000",Dine-out
65931bfed4b9eb96be5eb576,Yes,No,3.7/5,50,Shanti Nagar,Cafe,"Cafe, Fast Food, Pizza, Burger",550,Cafes
65931bfed4b9eb96be5ec498,No,No,NEW,0,Ulsoor,Quick Bites,"South Indian, North Indian",150,Dine-out
65931bfed4b9eb96be5edaa9,No,No,NEW,0,Commercial Street,Casual Dining,"North Indian, Street Food, Chinese",800,Delivery
65931bfed4b9eb96be5f2b73,Yes,No,4.1 /5,141,Koramangala 5th Block,Cafe,"Cafe, Healthy Food, Salad, Beverages, Desserts","1,200",Delivery
65931bfed4b9eb96be5f5c4a,No,No,3.5 /5,54,Indiranagar,Casual Dining,"Andhra, Chinese, North Indian",,Delivery
65931bfed4b9eb96be5f69f1,No,No,3.2 /5,5,Shivajinagar,Quick Bites,"South Indian, North Indian, Chinese",150,Dine-out
65931bfed4b9eb96be5ed383,No,No,,0,BTM,Dessert Parlor,Ice Cream,200,Desserts
65931bfed4b9eb96be5ee9d6,Yes,No,4.2/5,214,Bellandur,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400,Delivery
65931bfed4b9eb96be5eb4b8,Yes,No,3.1/5,55,JP Nagar,Quick Bites,"Rolls, Kebab, Biryani",200,Dine-out
65931bfed4b9eb96be5f19af,Yes,No,3.8/5,123,Koramangala 5th Block,Bakery,"Bakery, Desserts",400,Desserts
65931bfed4b9eb96be5f4138,No,No,4.2 /5,222,St. Marks Road,Dessert Parlor,"Ice Cream, Beverages",200,Delivery
65931bfed4b9eb96be5efdd9,Yes,Yes,4.1 /5,446,Jayanagar,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza","1,200",Dine-out
65931bfed4b9eb96be5ec5b6,Yes,Yes,4.2/5,2270,St. Marks Road,"Casual Dining, Bar","European, North Indian, Mediterranean, Asian, Salad","1,400",Pubs and bars
65931bfed4b9eb96be5eb75a,Yes,No,4.3/5,275,Basavanagudi,Quick Bites,South Indian,100,Delivery
65931bfed4b9eb96be5f5371,No,No,,0,Shanti Nagar,"Takeaway, Delivery","Biryani, Kebab",250,Delivery
65931bfed4b9eb96be5ebbf5,Yes,Yes,NEW,0,Banashankari,Casual Dining,"Continental, Asian, North Indian, Tea",500,Delivery
65931bfed4b9eb96be5f4b8c,Yes,No,3.6 /5,20,Marathahalli,Quick Bites,"North Indian, Juices",200,Delivery
65931bfed4b9eb96be5f69f7,No,No,3.2 /5,8,Majestic,Quick Bites,South Indian,150,Dine-out
65931bfed4b9eb96be5f1686,Yes,No,3.1/5,97,Old Airport Road,Quick Bites,"North Indian, Chinese",450,Delivery
65931bfed4b9eb96be5f45e1,Yes,No,3.8 /5,251,Malleshwaram,Quick Bites,"Fast Food, Biryani, Rolls",350,Delivery
65931bfed4b9eb96be5f589d,No,No,,0,New BEL Road,Quick Bites,Fast Food,300,Delivery
65931bfed4b9eb96be5edb5c,Yes,No,4.0/5,104,Frazer Town,Casual Dining,"North Indian, Chinese, Mughlai, Kebab",500,Delivery
65931bfed4b9eb96be5f03e5,No,No,,0,JP Nagar,"Takeaway, Delivery","Arabian, Middle Eastern, Rolls, Seafood, BBQ",300,Delivery
65931bfed4b9eb96be5f2031,Yes,No,3.1 /5,910,Koramangala 5th Block,Casual Dining,"North Indian, Mughlai, Biryani",600,Delivery
65931bfed4b9eb96be5f1a83,No,Yes,4.4 /5,374,Koramangala 3rd Block,"Cafe, Lounge","Cafe, American, Asian, North Indian","1,000",Dine-out
65931bfed4b9eb96be5ef261,Yes,No,NEW,0,Ulsoor,Quick Bites,"North Indian, Chinese",300,Delivery
65931bfed4b9eb96be5ec559,No,Yes,4.4/5,4575,MG Road,Lounge,"Asian, North Indian, Thai","1,700",Drinks & nightlife
65931bfed4b9eb96be5eca83,Yes,No,3.6/5,11,Marathahalli,Casual Dining,"South Indian, Mughlai, North Indian, Beverages",500,Dine-out
65931bfed4b9eb96be5edfbb,Yes,Yes,3.9/5,96,Brigade Road,"Casual Dining, Bar","Mughlai, North Indian, Desserts","1,300",Pubs and bars
65931bfed4b9eb96be5eda2e,No,No,4.1/5,358,Richmond Road,Quick Bites,"North Indian, Biryani",400,Delivery
65931bfed4b9eb96be5f680b,No,No,4.1 /5,4448,Brigade Road,"Casual Dining, Pub","American, Continental, BBQ, Steak","1,200",Dine-out
65931bfed4b9eb96be5f4245,Yes,Yes,4.3 /5,3492,Lavelle Road,"Pub, Microbrewery","Continental, BBQ, Finger Food","1,700",Dine-out
65931bfed4b9eb96be5f684b,Yes,No,4.1 /5,119,Richmond Road,Casual Dining,"Continental, Asian, Italian","1,000",Dine-out
65931bfed4b9eb96be5f3dd3,Yes,No,3.6 /5,64,BTM,Quick Bites,Kerala,400,Dine-out
65931bfed4b9eb96be5eadb4,Yes,No,2.7/5,97,Basavanagudi,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400,Desserts
65931bfed4b9eb96be5f2382,No,No,,0,BTM,"Takeaway, Delivery",Beverages,100,Delivery
65931bfed4b9eb96be5f49cc,No,Yes,4.8 /5,3932,Marathahalli,Casual Dining,"Continental, North Indian, Asian, Italian","1,300",Buffet
65931bfed4b9eb96be5f46d3,Yes,No,3.6 /5,89,New BEL Road,Casual Dining,"North Indian, Mughlai, Biryani, Rolls",650,Delivery
65931bfed4b9eb96be5f1a90,No,Yes,4.1 /5,786,Koramangala 3rd Block,Casual Dining,"North Indian, Mughlai","1,500",Dine-out
65931bfed4b9eb96be5eceff,Yes,No,3.6/5,15,BTM,,"North Indian, Chinese, Arabian",700,Delivery
65931bfed4b9eb96be5f44b6,No,No,NEW,0,Majestic,Quick Bites,South Indian,200,Dine-out
65931bfed4b9eb96be5f5a95,Yes,No,4.1 /5,86,Indiranagar,Quick Bites,North Indian,150,Delivery
65931bfed4b9eb96be5ec1f8,No,No,3.6/5,14,Shivajinagar,Quick Bites,South Indian,250,Delivery
65931bfed4b9eb96be5f033d,No,Yes,4.2 /5,1242,JP Nagar,Casual Dining,Rajasthani,"1,200",Delivery
65931bfed4b9eb96be5f04af,Yes,No,,0,HSR,Delivery,North Indian,800,Delivery
65931bfed4b9eb96be5f0e67,Yes,No,3.7/5,15,Banaswadi,Quick Bites,"South Indian, North Indian",200,Delivery
65931bfed4b9eb96be5f18cc,No,No,3.4/5,7,BTM,Quick Bites,"South Indian, North Indian, Chinese",500,Delivery
65931bfed4b9eb96be5f1615,Yes,No,3.4/5,30,BTM,Quick Bites,"Street Food, North Indian",300,Delivery
65931bfed4b9eb96be5f11e8,Yes,Yes,3.9 /5,123,Kalyan Nagar,Casual Dining,"Andhra, Chinese, North Indian, Seafood",800,Dine-out
65931bfed4b9eb96be5ef6b5,No,No,3.0/5,5,Old Airport Road,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600,Dine-out
65931bfed4b9eb96be5f1dc9,No,No,3.9 /5,740,Koramangala 6th Block,"Bar, Casual Dining","American, Continental, Finger Food","1,400",Drinks & nightlife
65931bfed4b9eb96be5f02d2,Yes,No,3.5/5,10,Kumaraswamy Layout,Beverage Shop,"Juices, Beverages",100,Delivery
65931bfed4b9eb96be5f6530,Yes,No,3.3 /5,19,Brigade Road,Quick Bites,"Street Food, Rolls",300,Delivery
65931bfed4b9eb96be5efb0e,No,No,3.8/5,32,Jayanagar,"Bakery, Quick Bites","Bakery, Desserts",400,Delivery
65931bfed4b9eb96be5f107e,No,No,3.4/5,6,Kalyan Nagar,Quick Bites,"North Indian, Chinese",350,Delivery
65931bfed4b9eb96be5efda8,No,No,,0,BTM,Beverage Shop,"Beverages, Desserts",200,Desserts
65931bfed4b9eb96be5f17fd,No,No,3.8/5,47,Koramangala 5th Block,Cafe,"Cafe, Italian",600,Delivery
65931bfed4b9eb96be5f0e93,Yes,No,3.9/5,24,HBR Layout,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery
65931bfed4b9eb96be5f1678,Yes,Yes,4.2/5,217,Domlur,Casual Dining,"European, Italian, Asian","1,500",Delivery
65931bfed4b9eb96be5f6a40,No,No,2.6 /5,409,MG Road,Pub,"North Indian, Chinese","1,000",Drinks & nightlife
65931bfed4b9eb96be5f1f40,Yes,No,4.5 /5,2073,HSR,Casual Dining,"Steak, Continental, Burger, BBQ","1,200",Delivery
65931bfed4b9eb96be5f676d,No,No,3.2 /5,15,Wilson Garden,Bakery,Bakery,150,Desserts
65931bfed4b9eb96be5f28b9,No,Yes,4.5 /5,3914,Koramangala 5th Block,"Pub, Casual Dining","Finger Food, Continental, North Indian","1,000",Pubs and bars
65931bfed4b9eb96be5f38d9,Yes,No,3.4 /5,5,BTM,Quick Bites,"South Indian, Chinese, North Indian, Sandwich, Rolls",300,Delivery
65931bfed4b9eb96be5eaea7,Yes,No,3.9/5,233,Jayanagar,Casual Dining,"Italian, Pizza, North Indian, Salad",800,Dine-out
65931bfed4b9eb96be5ede32,No,No,4.1/5,399,Shivajinagar,Quick Bites,"North Indian, Beverages, Fast Food",300,Dine-out
65931bfed4b9eb96be5f5347,No,No,,0,Shivajinagar,Quick Bites,"North Indian, Fast Food, Chinese",600,Delivery
65931bfed4b9eb96be5ef737,No,Yes,4.7/5,9041,Old Airport Road,"Pub, Microbrewery","American, Continental, North Indian, Mediterranean","1,800",Pubs and bars
65931bfed4b9eb96be5f2af3,Yes,No,3.5 /5,11,Wilson Garden,Quick Bites,"Fast Food, Burger",300,Delivery
65931bfed4b9eb96be5f6309,Yes,Yes,4.0 /5,610,Malleshwaram,Casual Dining,North Indian,"1,000",Dine-out
65931bfed4b9eb96be5f4037,Yes,No,3.9 /5,134,Vasanth Nagar,Casual Dining,"Mangalorean, Seafood, North Indian, Chinese",700,Delivery
65931bfed4b9eb96be5f188f,No,No,4.0/5,128,Koramangala 5th Block,Dessert Parlor,Ice Cream,200,Delivery
